"lot_name","customer","lot_description","quantity","price","procurement_method","status","url_to_details","lot_number","start_date","end_date","customer_bin","customer_name","ktru_code","ktru_name","brief_characteristics","additional_characteristics","funding_source","unit_price","unit_measurement","year1_amount","year2_amount","year3_amount","planned_amount","advance_payment_percentage","delivery_location_kato","kato","tru_delivery_period","incoterms","lot_url","sended_to"
"10401519-1 Работа по изготовлению баннера и стендов,установка","КГКП «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","Работы по изготовлению стендов/табличек/надписей","1","400000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401519?tab=lots#","62333480-ЗЦП1","2023-07-24 17:08:30","2023-07-31 17:08:33","150840017314","Коммунальное государственное казенное предприятие «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","829919.000.000000","Работы по изготовлению стендов/табличек/надписей","Работы по изготовлению стендов/табличек/надписей и аналогичных изделий информационного/предупредительного/эвакуционного и другого назначения","Оформление групп детского сада, изготовление  стендов","","400000","Работа","400 000.00","","","400000","0","235630100, Атырауская область, Махамбетский район, с.Махамбет ул Абая №214а зданияКоличество, объем: 1","235630100","в течение   20  календарных дней со дня подписания договора","","https://goszakup.gov.kz/ru/announce/index/10401519?tab=lots#",""
"10401517-1  Интерактивная доска с проектором  с установкой","КГКП «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","Проектор цифровой","1","650000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401517?tab=lots#","62332798-ЗЦП1","2023-07-24 16:57:32","2023-07-31 16:57:35","150840017314","Коммунальное государственное казенное предприятие «Ясли-сад «Нұршуақ» отдела образования Махамбетского района Управления образования Атырауской области»","262017.900.000003","Проектор цифровой","DLP-проектор","Приобретение  интерактивной доски с проектором  в количестве 1 штук, монтаж и установка","","650000","Комплект","650 000.00","","","650000","0","235630100, Атырауская область, Махамбетский район, с.Махамбет ул Абая №214а зданияКоличество, объем: 1","235630100","в течение 20 рабочих дней с момента вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401517?tab=lots#",""
"10401516-1 Приобретение кранов шаровых","Коммунальное государственное учреждение «Школа-гимназия №12» отдела образования по городу Усть-Каменогорску управления образования Восточно-Казахстанской области","Кран шаровой","15","30000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401516?tab=lots#","62309863-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:00:00","000240003902","Коммунальное государственное учреждение «Школа-гимназия №12» отдела образования по городу Усть-Каменогорску управления образования Восточно-Казахстанской области","281413.730.000014","Кран шаровой","бронзовый/латунный, условное давление 0-420 Мпа, диаметр 10-1400 мм, пневматический/гидравлический","кран шаровой (бронза/латунь) диаметр на 15мм","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","1000","Штука","20 000.00","","","20000","0","631010000, Восточно-Казахстанская область, г.Усть-Каменогорск ул А Кашаубаева 30/1Количество, объем: 20","631010000","16 календарных дней после вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401516?tab=lots#",""
"10401516-1 Приобретение кранов шаровых","Коммунальное государственное учреждение «Школа-гимназия №12» отдела образования по городу Усть-Каменогорску управления образования Восточно-Казахстанской области","Кран шаровой","15","30000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401516?tab=lots#","62309985-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:00:00","000240003902","Коммунальное государственное учреждение «Школа-гимназия №12» отдела образования по городу Усть-Каменогорску управления образования Восточно-Казахстанской области","281413.730.000014","Кран шаровой","бронзовый/латунный, условное давление 0-420 Мпа, диаметр 10-1400 мм, пневматический/гидравлический","кран шаровой диаметр на 20мм","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","2000","Штука","30 000.00","","","30000","0","631010000, Восточно-Казахстанская область, г.Усть-Каменогорск ул А Кашаубаева 30/1Количество, объем: 15","631010000","16 календарных дней после вступления договора в силу","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401516?tab=lots#",""
"10401514-1 Приобретение хозяйственных товаров","КГКП «Детский сад-ясли «Ақбота» отдела образования по Шемонаихинскому району управления образования Восточно -Казахстанской области","Краска","150","57000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401514?tab=lots#","59389254-ЗЦП1","2023-07-24 05:49:26","2023-07-31 07:49:33","080440011797","Коммунальное государственное казённое предприятие «Детский сад-ясли «Ақбота» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области","203011.900.000000","Краска","акриловая","Протирающаяся, матовая, белая, водоэмульсионная краска для стен и потолков внутри помещения. Состав: вода, карбонат кальция, акриловое связующее, функциональные добавки. Свойства: 1. Хорошая укрывистость и белизна. 2. Образует воздухонепроницаемое покрытие, позволяющее поверхности ""дышать"". 3. Не мелуется, стойкая к сухому истиранию. 4. Экологически чистая. 5. Без запаха, нетоксичная. 6. Колеруется универсальными пигментными пастами. 7. Применима для окрашивания обоев под покраску. 8. Пожаровзрывобезопасная.  Расход: 150/160 г/м2.  Фасовка: ведро 15 кг.","","380","Килограмм","57 000.00","","","57000","0","636820100, Восточно-Казахстанская область, Шемонаихинский район, г.Шемонаиха ул. А. Капорина, 47/1Количество, объем: 150","636820100","в течение 15 календарных дней с момента заключения договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401514?tab=lots#",""
"10401513-1 Услуги по медицинскому осмотру","КГКП «Детский сад-ясли «Ақбота» отдела образования по Шемонаихинскому району управления образования Восточно -Казахстанской области","Услуги по медицинскому осмотру персонала, включая предварительные, периодические и внеочередные (внеплановые) осмотры","1","235000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401513?tab=lots#","59393586-ЗЦП1","2023-07-24 06:50:29","2023-07-31 07:45:36","080440011797","Коммунальное государственное казённое предприятие «Детский сад-ясли «Ақбота» отдела образования по Шемонаихинскому району управления образования Восточно-Казахстанской области","841212.030.000000","Услуги по медицинскому осмотру персонала, включая предварительные, периодические и внеочередные (внеплановые) осмотры","Услуги по медицинскому осмотру персонала, включая предварительные, периодические и  внеочередные (внеплановые) осмотры","","","235000","Одна услуга","235 000.00","","","235000","0","636820100, Восточно-Казахстанская область, Шемонаихинский район, г.Шемонаиха ул. А. Капорина, 47/1Количество, объем: 1","636820100","в течение 15 календарных дней с момента заключения договора","","https://goszakup.gov.kz/ru/announce/index/10401513?tab=lots#",""
"10401511-1 Приобретение дымовых извещателей (Пожарные датчики)","Коммунальное государственное казенное предприятие ""Ясли-сад № 16"" отдела образования города Экибастуза, управления образования Павлодарской области","Извещатель пожарный","10","40000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401511?tab=lots#","62338229-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:35","040840003763","Коммунальное государственное казенное предприятие ""Ясли-сад № 16"" отдела образования города Экибастуза, управления образования Павлодарской области","263060.000.000039","Извещатель пожарный","дымовой","Извещатель пожарный дымовой оптико-электронный точечный","","4000","Штука","40 000.00","","","40000","0","552210000, Павлодарская область, г.Экибастуз Мәшһүр Жүсіп 52а
Количество, объем: 10","552210000","в течение 16 календарных дней с момента подписания договора","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401511?tab=lots#",""
"10401510-1 Работа укладка линолеума","КГУ ""Средняя общеобразовательная школа №8 имени У.Атамбаева"" отдела образования города Атырау Управления образования Атырауской области""","Работы декоративно-отделочные","1","892857.14","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401510?tab=lots#","62317681-ЗЦП1","2023-07-24 09:00:00","2023-07-31 09:00:00","010440001658","Коммунальное государственное учреждение ""Средняя общеобразовательная школа №8 имени У.Атамбаева"" отдела образования города Атырау Управления образования Атырауской области""","433310.100.000000","Работы декоративно-отделочные","Работы связанные с облицовкой/покрытием, настилом, оклейванием, обшивкой и оформлением декоративными и другими отделочными материалами и покрытиями","укладка линолеума","За счет бюджетных средств, за исключением средств софинансирования по правительственным внешним займам или связанным грантам","892857.14","Работа","892 857.14","","","892857.14","0","231010000, Атырауская область, г.Атырау Атырауская область, г.Атырау пр.Азаттык 133аКоличество, объем: 1","231010000","После подписание договора 15 рабочих дней","","https://goszakup.gov.kz/ru/announce/index/10401510?tab=lots#",""
"10401509-1 Приобретение насосы для систем отопления","ГККП ""Дом культуры села Шенгельды"" государственного учреждения ""Отдел внутренней политики, культуры, развития языков и спорта города Қонаев""","Насос","1","380000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401509?tab=lots#","62338123-ЗЦП1","2023-07-24 18:21:11","2023-07-31 18:21:11","100540007520","Государственное коммунальное казенное предприятие ""Дом культуры села Шенгельды"" государственного учреждения ""Отдел внутренней политики, культуры, развития языков и спорта города Қонаев""","289261.300.000074","Гидронасос","для гидравлической системы насоса","Циркулярный насос  для систем отопления","","188000","Штука","188 000.00","","","188000","0","191037100, Алматинская область, г.Қонаев, с.Шенгельды Алматинская область,г Қонаев,  с Шенгельды, ул Бактыбай акын,7Количество, объем: 1","191037100","август 2023г","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401509?tab=lots#",""
"10401509-1 Приобретение насосы для систем отопления","ГККП ""Дом культуры села Шенгельды"" государственного учреждения ""Отдел внутренней политики, культуры, развития языков и спорта города Қонаев""","Насос","1","380000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401509?tab=lots#","62338116-ЗЦП1","2023-07-24 18:21:11","2023-07-31 18:21:11","100540007520","Государственное коммунальное казенное предприятие ""Дом культуры села Шенгельды"" государственного учреждения ""Отдел внутренней политики, культуры, развития языков и спорта города Қонаев""","281314.900.000056","Насос","для нефтепродуктов с температурой до 200ОС, консольный одноступенчатый, подача до 600 м3/ч","для нефтепродуктов с температурой до 200ОС, консольный одноступенчатый, подача до 600 м3/ч","","380000","Штука","380 000.00","","","380000","0","191037100, Алматинская область, г.Қонаев, с.Шенгельды Алматинская область,г Қонаев,  с Шенгельды, ул Бактыбай акын,7Количество, объем: 1","191037100","август 2023г","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401509?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62285577-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","329912.130.000000","Ручка канцелярская","шариковая","ручка шариковая автоматическая","","80","Штука","1 600.00","","","1600","0","235635100, Атырауская область, Махамбетский район, с.Алга Тегісшіл 7Количество, объем: 20","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62285491-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","172313.500.000003","Регистр","картонный, формат А4","папка-регистратор а4, ширина 50мм , цвет синий","","800","Штука","8 000.00","","","8000","0","235635100, Атырауская область, Махамбетский район, с.Алга Тегісшіл 7Количество, объем: 10","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62285627-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","282312.100.000000","Калькулятор","бухгалтерский","Калькулятор бухгалтерский","","6000","Штука","6 000.00","","","6000","0","235635100, Атырауская область, Махамбетский район, с.Алга Тегісшіл 7Количество, объем: 1","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62286199-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","172313.500.000001","Скоросшиватель","формат А4","Папка-скоросшиватель картонная","","120","Штука","1 800.00","","","1800","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 15","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62287360-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","282326.000.000005","Картридж","для копировального аппарата","Картридж тонерный для принтера: Samsung ML2165","","6000","Штука","18 000.00","","","18000","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 3","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62285554-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","151212.900.000058","Папка","деловая, из пластмассы","Папка с 30 файлами A4 AB-L30 ассорти","","400","Штука","4 000.00","","","4000","0","235635100, Атырауская область, Махамбетский район, с.Алга Тегісшіл 7Количество, объем: 10","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62286433-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","205911.700.000004","Фотобумага","глянцевая","Глянцевая самоклеящаяся фотобумага А4 135гр","","4000","Упаковка","4 000.00","","","4000","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 1","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62287000-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","172313.300.000001","Тетрадь","общая","Тетрадь 12 л клетка","","30","Штука","600.00","","","600","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 20","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62286943-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","172313.300.000001","Тетрадь","общая","Тетрадь общая Вектор А4,96 листов клетка, синяя обложка","","500","Штука","5 000.00","","","5000","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 10","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62286148-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","205210.900.000025","Клей","канцелярский","клей карандаш","","250","Штука","2 500.00","","","2500","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 10","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62285928-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","329915.100.000000","Карандаш","простой","Карандаш простой","","50","Штука","500.00","","","500","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 10","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62286007-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","329959.900.000067","Штрих-корректор","канцелярский","Штрих-корректор ручка","","250","Штука","2 500.00","","","2500","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 10","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62272275-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","172314.500.000002","Бумага для офисного оборудования","формат А4","Бумага для офисного оборудования формат А4, SvetoCopy. в 1 пачке 500 шт, 210*297мм, 80г/м белый","","1700","Одна пачка","51 000.00","","","51000","0","235635100, Атырауская область, Махамбетский район, с.Алга Тегісшіл 7Количество, объем: 30","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
"10401508-1 приобретение концелярских товаров","КГКП «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","Картридж","3","18000.00","Запрос ценовых предложений","Опубликован","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#","62286696-ЗЦП1","2023-07-24 08:00:00","2023-07-31 08:00:00","990740001265","Коммунальное государственное казенное предприятие «Ясли-сад «Қарлығаш» отдела образования Махамбетского района Управления образования Атырауской области»","205911.700.000004","Фотобумага","глянцевая","линейка 30-50 см","","300","Упаковка","1 500.00","","","1500","0","235635100, Атырауская область, Махамбетский район, с.Алга ул.Тегісшіл 7Количество, объем: 5","235635100","августа","DDP, термин употребляется с указанием места прибытия. Он означает, что ответственность продавца заканчивается после того, как товар доставлен в указанное место в стране покупателя. Все риски, все расходы по доставке груза (налоги, пошлины","https://goszakup.gov.kz/ru/announce/index/10401508?tab=lots#",""
